,Name,Rating,Reviews,Review_num
91,Vancouver Island Regional Library,4.7,"[{'author_name': 'Deb Moloney', 'author_url': 'https://www.google.com/maps/contrib/110799000739729125920/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJz2ujDEn0UbLo_6gTIvmlLT6wJiuG1IaBpl0qu9=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': '4 months ago', 'text': 'Really nice library, just wish it was open more(covid).......', 'time': 1608055588}, {'author_name': 'Jared Bayley', 'author_url': 'https://www.google.com/maps/contrib/108295634594868610293/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GimifPFjZt1MCOaw15V87Oodbgw4D2qOnZlr8N8lg=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Great library in a great location, with a great selection of books! You can go to read or study here in peace and quiet. Nothing bad to say.', 'time': 1578777646}, {'author_name': 'joel morrison', 'author_url': 'https://www.google.com/maps/contrib/117965713681845966801/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzOXdtv80jNHA60KF38UhcMifLsH7K7vSZTA49J=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'This library staff is honestly amazing. They make a good well stocked ,bright, clean,busy\nPublic gathering place truly an island treasure.\nWell done', 'time': 1512021130}, {'author_name': 'Ryan Miller', 'author_url': 'https://www.google.com/maps/contrib/111302942951363994004/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgUlXd6OWvwz_SgjGjchphFtmD2CdQAVrkwoZm6=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Reasonable selection on site but the available titles all across the island are fantastic. Beautiful well-lit building with lots of good places to read.', 'time': 1533702812}, {'author_name': 'chelle Sheehan', 'author_url': 'https://www.google.com/maps/contrib/100114861071253962265/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgvmnUiAUdrmWgbGJBpSqUZY74DpCxkLdMPV1Vc=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Awesome atmosphere because the staff are incredible.', 'time': 1550093208}]",5
92,Craft Council of BC,4.5,"[{'author_name': 'Glenda Mindlin', 'author_url': 'https://www.google.com/maps/contrib/113198747775672869412/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzurFEG1px720eYWrcXvPzX71g_I9oVlhpi3gLt=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'I am always amazed at the selection and workmanship of the crafts displayed.\nI have bought many things at Craft House  both for myself and others.\nI will continue to visit.  The staff are always informative and knowledgeable about the artist and how the piece is constructed.\nI am always comfortable browsing or getting help from the staff.', 'time': 1522429967}, {'author_name': 'Sunny Rothschild', 'author_url': 'https://www.google.com/maps/contrib/117731154838420653619/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJygittXWpRvbcqqyBe_GekC-ihjZTCsxLLnrquL=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': ""Crafthouse is my go to place when I need to buy a gift.  I've also bought some things for myself there because I really loved them.  I am now a volunteer and am very fond of the people I work with, both paid staff and other volunteers.  Before I was a volunteer, whenever I was on Granville Island I made a point of visiting the store to see the amazing hand crafted items on display and for sale.  I always found the staff to be friendly and helpful.  Now that I am a volunteer, I feel fortunate that I am able to surround myself with so many beautiful things."", 'time': 1522434637}, {'author_name': 'Luke Spicer', 'author_url': 'https://www.google.com/maps/contrib/116492636851505093623/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxOPoLs1thPOeL8JCeNqZYhy4nYJCLbqSGfbflWWhM=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'This place is great for gifts, the staff are friendly and it smells good. Worth checking out. Best craft store on the island!', 'time': 1540669627}, {'author_name': 'Sally Ann Kelly', 'author_url': 'https://www.google.com/maps/contrib/107577804900150537029/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJwk2fz3FDiHLR5DOnZf8hkgIOVgMjh-WXgxQ-np=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'What a wonderful place!  I have visited the CCBC Shop and Gallery on several occasions when visiting Vancouver and would recommend it highly to anyone who appreciates high quality, handmade artisan products. The staff are all welcoming, professional and knowledgeable about the products and highly talented artists.  The display is elegant and well thought out - a delight to browse!  A first stop on Granville Island for gifts but can never resist buying something for myself!', 'time': 1524574649}, {'author_name': 'Jocelyn Bussieres', 'author_url': 'https://www.google.com/maps/contrib/108121079008591806003/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhvS-ATjfamsZpsNpj9XP9uKpipNNN62SaMck4_ww=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'The Craft Council is such a breath of fresh air on Granville Island. Their selection of local contemporary craft is thoughtfully curated and changes regularly. The staff are kind and knowledgable and often have fun bits of information about the artists that they carry and their processes. A reliable go-to for gifts for loved ones or to treat yourself to something special.', 'time': 1522439190}]",5
93,Cumberland Branch Library,3.5,"[{'author_name': 'Heather Gatland', 'author_url': 'https://www.google.com/maps/contrib/117854930595885471572/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgYn8eyP3dZi4Tv5hUniwTboO3-GPPqTmrOAdhwuiA=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '2 weeks ago', 'text': 'Great little library for our town. It’s linked into the VIRL network too! Request any book in the system online with your card.', 'time': 1619332210}, {'author_name': 'E Tamaj', 'author_url': 'https://www.google.com/maps/contrib/110758286557715381057/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxDzEcLL8XgLmyNaZEjbRGymSkySc_wYwu3PRVP=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '2 months ago', 'text': ""I've lived in a lot of places and this is the worst library I've ever experienced. It's new and clean, but this library lacks energy, personality, and inspiration.  This place heavily caters towards children and has few books, events, or programming of interest for anybody over 10 years old.  Opening hours are terrible - nearly impossible for anyone who works a regular work day."", 'time': 1613370324}, {'author_name': 'Aiden Arseneau', 'author_url': 'https://www.google.com/maps/contrib/117357986645943636688/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiwHhC0gSYe4GYLUxM0q5EZB5aJStBHCMnEFURGBQ=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': 'a month ago', 'text': 'cannt reed i h8 lirbry libary make me sadddddddd kjbiubiubjtrshts', 'time': 1616132714}, {'author_name': 'thom williamson', 'author_url': 'https://www.google.com/maps/contrib/100621963342239069617/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxUBNwtod5HirHKgbWYSCRbT4NI4bSVuaasFG_q=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Great little library with story time for the kids.', 'time': 1562531605}, {'author_name': 'Shawn DeWolfe', 'author_url': 'https://www.google.com/maps/contrib/115074173996280682472/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GglDgJfbR5eaZHfejdxEzjVxKQ3i2_rkOeCRx7Xlg=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 4, 'relative_time_description': '4 years ago', 'text': 'This is a really modern library that combines books and digital assets. The staff are helpful. Psst: visiting Cumberland after a long road trip? They have public washrooms.', 'time': 1489889568}]",5
94,"Jennifer M. Smith, DC",4.8,"[{'author_name': 'Sally Mallon', 'author_url': 'https://www.google.com/maps/contrib/102429069601826607783/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgKw0d-OWgn0Nz3DXW9LKIKLObUFhflRmFh67xhug=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': ""I've been seeing Dr. Smith for 6 weeks now. So grateful for her insight, ability, kindness, and working through this issue with me."", 'time': 1613761636}, {'author_name': 'Laurie Decatur', 'author_url': 'https://www.google.com/maps/contrib/114586345593211896068/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyPPZs_uqO6h00jlR6mkotwOPOAaLZqFUTIOkar=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 months ago', 'text': 'I have been coming to see Dr. Smith for almost a year. She is awesome. She takes time to listen to you every visit.  I had an appt today and was a hot mess due to an injury I received 5 days prior. I had no symptoms until this past weekend. My head, neck and Left flank area were having spasms.  She did ultrasound, manipulation and then the E-Stim bed with rollers.\nThis evening I am feeling much more comfortable. I will see her Wednesday b/c I don’t want my muscles and bones to tighten back up and spasm again.\nThank you Dr. Smith. I only wish there were more than 5 stars to give you.\n\nLaurie D.', 'time': 1603155917}, {'author_name': 'Stella Gioia', 'author_url': 'https://www.google.com/maps/contrib/106067352384830675743/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Ggth-Er0B4jFuWgSe2wGWPVsBDtLn9NuM3FIZOGRg=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""I've been going to Dr. Smith since I moved to Phoenix, about 4 years ago. She is great for preventative care as well as if/when your back, etc., goes out. She's thoughtful and thorough. Her office staff are friendly and helpful. You will be in good hands!"", 'time': 1572289150}, {'author_name': 'Janice Smith', 'author_url': 'https://www.google.com/maps/contrib/105338845375902274464/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJwmKpXUhKnTx_hcg93r9JX6GrZ31dFjHyorh3Uy=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a year ago', 'text': 'Dr. Smith is dedicated to her profession and her patients. She listens to gain understanding and follows through with compassion. She is genuine and thinks outside the box. She treats the individual not just the symptoms. She is the real deal!', 'time': 1569209484}, {'author_name': 'Nicholas Harris', 'author_url': 'https://www.google.com/maps/contrib/113831622228991421772/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gg3u0HsOLUa1k9BuOKIibwbaL4TKoFfZV9n15Lntno=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""Dr Smith has helped me and my wife so much! Everyone in her office is friendly and helpful. I couldn't imagine going anywhere else."", 'time': 1573923062}]",5
95,Bannister Kelowna - Buick GMC,4.5,"[{'author_name': 'Lynne Hegenauer', 'author_url': 'https://www.google.com/maps/contrib/108676513048514374374/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyVhsXUz3LzcMzctAWlDHS7a9sstUTl_GMl0HwA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': 'a week ago', 'text': 'Absolutely a pleasure to deal with Bannister Kelowna!\nFrom driving in to make an appointment, until I was finished, the gentlemen here were so gracious.  Very kind, knowledgeable and assured in passing their knowledge on.  I greatly appreciated all of their assistance, and the way they made sure I was comfortable while I awaited completion.   These actions were not only directed to myself...their interaction with several others was with the same kindness and consideration.', 'time': 1620075298}, {'author_name': 'Pauline Evans', 'author_url': 'https://www.google.com/maps/contrib/109676300037131033293/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyj04CZ4kh88R7lEp1jLiRZpXMVIiifhNAra-6H=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 5, 'relative_time_description': '8 months ago', 'text': 'Just bought a new vehicle and Alex the salesman was awesome.  He was there to help me in purchasing to leaving the dealership.  He was amazingly accommodating to my needs. He even went through to set up blue tooth and many more functions. I would highly recommend going to see him if you were buying  a car. He makes you feel special.', 'time': 1597544685}, {'author_name': 'Randy Goncalves', 'author_url': 'https://www.google.com/maps/contrib/101044083635417517213/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxOZr9EVKrfr7OW5Ys0QgdIfaBJgMBClvrkkJLq=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 months ago', 'text': 'Had a great experience with Bannister Kelowna service department recently. Jim provided a thorough review and options for some minor repairs. With no pressure! All repairs completed in a timely fashion and the truck looked as good as new.\nAlso a shout out to Cory Boniface who originally sold me the truck. Premium service at the time and continues help out when needed - 5 years later! I highly recommend Cory to anyone looking for a truck/car/accessories- whatever. You will not regret working with Cory. Best experience I have had purchasing a vehicle.', 'time': 1613235326}, {'author_name': 'Shaun Martin', 'author_url': 'https://www.google.com/maps/contrib/110257559030322324321/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzjDWkGSICkvKHKs6nWp7WFoD_a0ijnixW_OgPe=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 months ago', 'text': ""Always fast and friendly service from everyone at Bannister.  Had my truck in for it's regular service and everything went smoothly and was completed when they said it would be.  I will definitely be a repeat customer.  Friendly and professional staff Highly recommend.\n\nShaun"", 'time': 1604017329}, {'author_name': 'Garry Filafilo', 'author_url': 'https://www.google.com/maps/contrib/114987359244820577230/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzJ3nsUmRgiTYIVh7PQcr3eyg8AC_fCudGd2GGb=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 months ago', 'text': ""Recently had the GM active fuel management engine lifter problem :-(. Fortunately repairs were within the warranty period.\nDan, the service advisor, was awesome to work with.\nHe kept me informed on what the issue could be, the process as the tech got into the engine and the timing of the repair.  He Communicated!\nDan answered my questions truthfully and didn't try to up sell or hide anything.  He was able to ensure my vehicle was repaired ASAP and even looked into a loaner if it might be necessary.\nDan gives real customer service which is hard to find these days.\nAsk for Dan as he puts the customer first! You won't be disappointed."", 'time': 1606335939}]",5
96,"David McFarland, MD",no data,0,0
97,Douglas Reynolds Gallery,5,"[{'author_name': 'Kim Bucholtz', 'author_url': 'https://www.google.com/maps/contrib/101983087179174182684/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJx411SVCEC8Kkm_wVHiA8So6mXRDkvb7aq1Qudh=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '3 months ago', 'text': 'I received a Bear Totem by Artist, Cecilia Adams as a gift for 40 years of working for the same non-profit organization. I am so thankful. My spirit animal is a bear. Thank-you Cecilia for such a beautiful piece of art! I will cherish it always.', 'time': 1612396349}, {'author_name': 'Maura Berman', 'author_url': 'https://www.google.com/maps/contrib/107242716210555819497/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gh20Z_20JF6OxOS8L9P2OiQNc7SoHQ-N6OeYVEOnQ=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'Douglas Reynolds Gallery is the gem of Granville Street!\nI lived in Vancouver in the 70’s-80’s.\nI love and appreciate  the First Nations culture and art!\nMy favorite gallery to purchase their work is Douglas Reynolds! They have a beautiful assortment of quality pieces that will fill your life and home with joy and appreciation of First Nations work.\nThe staff is very knowledgeable and helpful in helping you choose your treasure.\nI have since moved to California but have not forgotten this gallery.\nA Haida bracelet was on my Holiday wishlist and my husband bought it last week!\nIt arrived yesterday in the mail and I can’t wait to open it on Christmas Day and wear a piece of Haida art on my wrist.\nIf you are lucky and live in Vancouver area, don’t walk....run on down to Douglas Reynolds and step into a world of First Nation treasures that will delight your eyes and if you’re lucky, you’ll leave with a beautiful piece(s).\nIf you live outside the area, their website is super fantastic, easy to navigate, beautiful photos of pieces and they ship anywhere!\nBravo Douglas Reynolds Gallery!!', 'time': 1606254169}, {'author_name': 'Steven White', 'author_url': 'https://www.google.com/maps/contrib/114328765656069825444/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJx0RI0tVCZl9Ss4F6n_khwCNjX85sa2fRmXJg4b=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '6 months ago', 'text': 'Douglas Reynolds Gallery has an amazing selection of various types of First Nations artwork. Erica was quick to reply to my inquiry and made the purchasing process very easy. I was not able to get to the gallery and she arranged for a courier to deliver the piece to me locally the same day. Exceptional customer service!', 'time': 1604781813}, {'author_name': 'evlyne Laurin', 'author_url': 'https://www.google.com/maps/contrib/108119960321245095994/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Ggn5hzXm-Zq9pclC3sskkayRGwYRjS0H3jsxXIAhA=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '5 months ago', 'text': 'Fantastic service, Doug, Jamie & Erica were courteous and friendly. Quick with answers and highly professional. They were brilliant at finding solutions and make sure I would be happy with the work I purchased.  I recommend stopping by the gallery or browsing on the website. Work was very well wrapped and arrived undamaged and on time!', 'time': 1605390774}, {'author_name': 'Nathan Anderson', 'author_url': 'https://www.google.com/maps/contrib/103492736054222330121/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Ggw74v8XpSEyB2IgK3L5DhccR55_ECBgrCHlGKTXQ=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '6 months ago', 'text': ""Fantastic gallery. I've ordered pieces from them several times, and they are always exceptional quality. Always a pleasure to deal with them."", 'time': 1603653501}]",5
98,Deep Cove Cultural Centre,4.7,"[{'author_name': 'Jodi Beaubier', 'author_url': 'https://www.google.com/maps/contrib/102987995667150633862/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhC56knEqpsG-CkII2sZKSw6SL5ywZ7nUJBkYjssg=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'The venue is lovely and small. Perfect from all vantage points. You can\'t go wrong with seeing a show here. And at $25/average ticket price, it\'s  worth supporting local theatre.\nThere is a ""lounge"" where you may purchase both alcoholic and non-alcoholic beverages at very reasonable prices. And a small selection of snacks.\nBe sure to check out the gift shop filled with local artists pottery, greeting cards, jewelry, calendars.', 'time': 1543983651}, {'author_name': 'Gouri Vidwans', 'author_url': 'https://www.google.com/maps/contrib/100406267621733305986/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gg3vUxYTVwSbjxWGWpwc1T5ZYOwfvMAeto797URfQ=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Deep Cove Heritage Society is housed in this center. This also serves as a tourist information place. There is a very helpful woman who is knowledgeable about the area. Her recommendations made it so easy to find a good chow spot as well as the quickest way to get around. Thank you!', 'time': 1524023988}, {'author_name': 'Janice McCormack', 'author_url': 'https://www.google.com/maps/contrib/112026721416261562174/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GhCEjbbBAXwvWLSgvzE-cZbcjtikml3ZDnj7bl8=s128-c0x00000000-cc-rp-mo-ba3', 'rating': 4, 'relative_time_description': '2 years ago', 'text': 'We love this theater. The play we saw was excellent. It is a very comfortable theater.', 'time': 1539833671}, {'author_name': 'dragon heart', 'author_url': 'https://www.google.com/maps/contrib/108803139751985577959/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJy8MzsxN2Ecm0yml8C2zT2p00uBrwm9zYgd8i1k=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': ""Season 8 episode 22 supernatural. Metatron and Castiel walk past this after meeting. Castiel's back is to this place and you see it behind him as camera faces him."", 'time': 1547185703}, {'author_name': 'Heather Querin', 'author_url': 'https://www.google.com/maps/contrib/105722362961482479198/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyKGW0kTdyFyenmW08XciSgI0ibMH2WXBly4u8=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Very cute little town!!?', 'time': 1543726698}]",5
99,Deep Cove Stage Society,4.7,"[{'author_name': 'Lisa Stewart', 'author_url': 'https://www.google.com/maps/contrib/109969439335485710727/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiDT_hcLlGSO6ro0CY-LDczNuLyM1KbbATi43J7Pq0=s128-c0x00000000-cc-rp-mo-ba6', 'rating': 5, 'relative_time_description': 'a year ago', 'text': ""Lovely little Theatre in Deep Cove.  Always has wonderful shows.  There are two different theatre companies that work in rep out of this space.  First Impressions and Deep Cove Stage.  Check out their seasons...their is usually something for everyone.  Plus the Panto's put on by DCSS during winter holiday time are not to be missed!!"", 'time': 1567607819}, {'author_name': 'Michele Hall-McCaffrey', 'author_url': 'https://www.google.com/maps/contrib/109347829056149705957/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJxdLGwlx4CwV0DrVfLm2UXf6lt2LKkLLciNiOka=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': ""This is a beautiful little theatre and not a bad seat in the house. We saw Rebel Women - a story of the British suffragettes and their fight for women's rights to vote. This was a theatre verbatim play: the women’s actual words and songs were used to create the play. The run has ended but if you get a chance to see it somewhere else, take your girlfriends, you will never miss voting after seeing this, not that I do but I know women who don't."", 'time': 1541050230}, {'author_name': 'Victor Cortez', 'author_url': 'https://www.google.com/maps/contrib/113913505270887523249/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJwpc7g_Inv3ci_IEqoR4e3H2uA3VJ0isHwcKWoT5A=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Watched a musical here with my mom. The theatre was quaint and intimate.  Seating was a crescent moon style, with the stage at the bottom. A very small theatre, maybe seats 50 - 60. I can imagine more plays or musical staged here (and me going!). Very lovely area for a dinner and show, and on a warm summer night, lay by the beach to burn the night away with your date.', 'time': 1514256359}, {'author_name': 'PJLife', 'author_url': 'https://www.google.com/maps/contrib/109897106554402829848/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJyrX55q1Ts2r5zxGhA15GK_q3sfhpQDWKvIcQhh=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Love this cozy theatre. Have also a cute little gift shop there with work from local artist\'s. So far all plays we saw had been wonderful! Last one was ""Duett\'s"".\nWill be back!!', 'time': 1557341293}, {'author_name': 'Lizabeth Harrison', 'author_url': 'https://www.google.com/maps/contrib/101339469605677865840/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJwT7xpoCJarIiofZUdURlxxWRzdYacvc0i0AL2v=s128-c0x00000000-cc-rp-mo', 'rating': 5, 'relative_time_description': '2 years ago', 'text': 'Went to see the Johnny Cash tribute by First Impressions Theatre Co.  It was so much more than I expected. Loved it. Great talent.\nSmall venue with every seat a clear view of the stage.', 'time': 1542486205}]",5
100,Delphi Custom Theatres Inc,no data,0,0
101,Delta Museum,3.4,"[{'author_name': 'Sally Cameron', 'author_url': 'https://www.google.com/maps/contrib/107333661100415806152/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14Gg8QpHbeE1MHH1Pn8lq4YTWq-VQsO3_lzGHnZY=s128-c0x00000000-cc-rp-mo-ba2', 'rating': 5, 'relative_time_description': '5 years ago', 'text': ""I am so glad that this museum still exists. I used to spend hours here as a child, absorbed in the displays of local BC history and culture. I visited the museum again in 2010 and was pleased with the renovations and new exhibits, but I was also relieved to see that they kept some of the classic materials and instalments. I can't wait to go back and visit the Delta Museum again. I love this place."", 'time': 1444883744}, {'author_name': 'Jerry Wilham', 'author_url': 'https://www.google.com/maps/contrib/113489554027078231663/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a/AATXAJzPuN1PVtXF9VFB14zl8xgggKyHVbTC-2GC7WR1=s128-c0x00000000-cc-rp-mo', 'rating': 1, 'relative_time_description': '2 years ago', 'text': 'Liked it better as a museum not a community police station now 2 cop shops\nHow much crime is in ladner & s delta?????\nWaste of Taxpayers money my opinion', 'time': 1527733598}, {'author_name': 'msm oosey', 'author_url': 'https://www.google.com/maps/contrib/110991238751169272569/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GgFiQhOPIEAiior9_eIsCDpiZGForq67FuQvGcD=s128-c0x00000000-cc-rp-mo-ba4', 'rating': 5, 'relative_time_description': '3 years ago', 'text': 'Love this building and the people committed to keeping our heritage alive.', 'time': 1519148026}, {'author_name': 'Stephanie “DragonRhapsody” vB', 'author_url': 'https://www.google.com/maps/contrib/107928542098646621433/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GiVZoXKa5QF3qWz_2kqoMb2gJ5G9EYIw9AntVq6aeM=s128-c0x00000000-cc-rp-mo-ba5', 'rating': 2, 'relative_time_description': '5 years ago', 'text': 'We visited just yesterday for a Chinese New Year celebration and while it was informative, it was very very simple, and almost ""dumbed down"" for the group we were with. In fact, at 3 points, the group leader said to the CHILDREN, aged 7 and under (4 was the youngest) that they ""wouldn\'t understand much,"" so she wasn\'t going to explain a lot. Wow. That is NOT a way to encourage learning at all!! We never tell our children that they wouldn\'t understand. Instead we present information for an appropriate age level and  above, encouraging questions and thoughtful discussion. Our group leader was kind, and did engage the older kids of the group, but seemed out of her element with the younger ones, or how to talk to children in general - she definitely treated them like they wouldn\'t understand much, and I found that really upsetting, children are no less human than the rest of us, they just happen to be smaller - and less experienced, not stupid. I also felt that while the information they presented for Chinese New Year celebration was very basic, there are so many interesting details they missed, so many fun stories, or traditions, and calling the beliefs of the Chinese as ""mythology"" was very offensive. Just because we may not believe in a Kitchen God, doesn\'t mean it\'s ""mythology"" - since it\'s an actual practice that is going on today, it\'s considered a belief. I, in general, just felt that the whole presentation was very lacking in real discussion or appropriate racial language for the Chinese culture.', 'time': 1455182472}, {'author_name': 'Rhianon Allen', 'author_url': 'https://www.google.com/maps/contrib/114490318386798432629/reviews', 'language': 'en', 'profile_photo_url': 'https://lh3.googleusercontent.com/a-/AOh14GjL3k2OCcMMXkA2YWn7ahVc3QlAExQJRUv2mMFK1Q=s128-c0x00000000-cc-rp-mo', 'rating': 4, 'relative_time_description': '2 years ago', 'text': 'Unfortunately this museum is now closed.  A new venue is being sought', 'time': 1555861656}]",5
